title,date,severity,summary,link,year
Privilege Elevation in runc,2021-12-20 18:21:34+00:00,High,"CVE-2016-3697was published
                        forgithub.com/opencontainers/runc(Go)Dec 20, 2021",https://github.com/advisories/GHSA-q3j5-32m5-58c2,2021
Signature verification failure in Tendermint,2021-12-20 18:17:41+00:00,Moderate,"GHSA-f3w5-v9xx-rp8pwas published
                        forgithub.com/tendermint/tendermint(Go)Dec 20, 2021",https://github.com/advisories/GHSA-f3w5-v9xx-rp8p,2021
Denial of Service in TenderMint,2021-12-20 18:17:33+00:00,Moderate,"CVE-2020-15091was published
                        forgithub.com/tendermint/tendermint(Go)Dec 20, 2021",https://github.com/advisories/GHSA-6jqj-f58p-mrw3,2021
Open redirect vulnerability in Sourcegraph,2021-12-20 18:12:47+00:00,Moderate,"CVE-2020-12283was published
                        forgithub.com/sourcegraph/sourcegraph/cmd/frontend/auth(Go)Dec 20, 2021",https://github.com/advisories/GHSA-mx43-r985-5h4m,2021
Cross-site Request Forgery (CSRF),2021-12-20 18:04:46+00:00,High,"CVE-2017-1000069was published
                        forgithub.com/bitly/oauth2_proxy(Go)Dec 20, 2021",https://github.com/advisories/GHSA-rrm8-32g4-w8m3,2021
Open Redirect in oauth2_proxy,2021-12-20 18:04:40+00:00,Moderate,"CVE-2017-1000070was published
                        forgithub.com/bitly/oauth2_proxy(Go)Dec 20, 2021",https://github.com/advisories/GHSA-jm34-xm8m-w958,2021
"The pattern '/\domain.com' is not disallowed when redirecting, allowing for open redirect",2021-12-20 18:02:38+00:00,Moderate,"CVE-2020-5233was published
                        forgithub.com/oauth2-proxy/oauth2-proxy(Go)Dec 20, 2021",https://github.com/advisories/GHSA-qqxw-m5fj-f7gv,2021
Open Redirect in OAuth2 Proxy,2021-12-20 17:59:10+00:00,High,"CVE-2020-11053was published
                        forgithub.com/oauth2-proxy/oauth2-proxy(Go)Dec 20, 2021",https://github.com/advisories/GHSA-j7px-6hwj-hpjg,2021
"GitLab auth uses full name instead of username as user ID, allowing impersonation",2021-12-20 17:56:03+00:00,Critical,"CVE-2020-5415was published
                        forgithub.com/concourse/concourse(Go)Dec 20, 2021",https://github.com/advisories/GHSA-627p-rr78-99rj,2021
Critical security issues in XML encoding in github.com/dexidp/dex,2021-12-20 17:53:53+00:00,Critical,"CVE-2020-26290was published
                        forgithub.com/dexidp/dex(Go)Dec 20, 2021",https://github.com/advisories/GHSA-m9hp-7r99-94h5,2021
Authentication Bypass in dex,2021-12-20 17:52:12+00:00,Critical,"CVE-2020-27847was published
                        forgithub.com/dexidp/dex(Go)Dec 20, 2021",https://github.com/advisories/GHSA-2x32-jm95-2cpx,2021
Remote Code Execution in npm-groovy-lint,2021-12-20 16:59:31+00:00,Critical,"GHSA-qc22-qwm9-j8rxwas published
                        fornpm-groovy-lint(npm)Dec 20, 2021",https://github.com/advisories/GHSA-qc22-qwm9-j8rx,2021
Denial of Service in OpenShift Origin,2021-12-20 16:58:22+00:00,Moderate,"CVE-2015-5250was published
                        forgithub.com/openshift/origin(Go)Dec 20, 2021",https://github.com/advisories/GHSA-rf3m-mhv7-x39f,2021
Authorization bypass in Openshift,2021-12-20 16:58:14+00:00,Critical,"CVE-2016-1906was published
                        forgithub.com/openshift/origin(Go)Dec 20, 2021",https://github.com/advisories/GHSA-m3fm-h5jp-q79p,2021
Authentication bypassed with malformed request URI on nginx,2021-12-20 16:57:16+00:00,Critical,"CVE-2021-32637was published
                        forgithub.com/authelia/authelia/v4(Go)Dec 20, 2021",https://github.com/advisories/GHSA-68wm-pfjf-wqp6,2021
Excessive Platform Resource Consumption within a Loop in Kubernetes,2021-12-20 16:55:06+00:00,Moderate,"CVE-2019-11254was published
                        forgithub.com/go-yaml/yaml(Go)Dec 20, 2021",https://github.com/advisories/GHSA-wxc4-f4m6-wwqv,2021
Apache Log4j2 vulnerable to Improper Input Validation and Uncontrolled Recursion,2021-12-18 18:00:07+00:00,High,"CVE-2021-45105was published
                        fororg.apache.logging.log4j:log4j-core(Maven)Dec 18, 2021",https://github.com/advisories/GHSA-p6xc-xr62-6r2g,2021
Incorrect Comparison in NumPy,2021-12-18 00:00:41+00:00,Moderate,"CVE-2021-34141was published
                        fornumpy(pip)Dec 18, 2021",https://github.com/advisories/GHSA-fpfv-jqm9-f5jm,2021
Using JMSAppender in log4j configuration may lead to deserialization of untrusted data,2021-12-17 20:42:38+00:00,High,"GHSA-3w6p-8f82-gw8rwas published
                        forru.yandex.clickhouse:clickhouse-jdbc-bridge(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-3w6p-8f82-gw8r,2021
Malicious Atomix node queries expose sensitive information,2021-12-17 20:41:45+00:00,Moderate,"CVE-2020-35215was published
                        forio.atomix:atomix(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-g7p8-r2ch-4rmf,2021
An issue in Atomix v3.1.5 allows unauthorized Atomix nodes to join a target cluster via providing configuration information.,2021-12-17 20:41:33+00:00,High,"CVE-2020-35209was published
                        forio.atomix:atomix(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-7fr2-94h7-ccg2,2021
An issue in Atomix v3.1.5 allows a malicious Atomix node to remove states of ONOS storage via abuse of primitive operations.,2021-12-17 20:41:21+00:00,High,"CVE-2020-35214was published
                        forio.atomix:atomix(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-m4h3-7mc2-v295,2021
A vulnerability in Atomix v3.1.5 allows attackers to cause a denial of service (DoS) via a Raft session flooding attack using Raft OpenSessionRequest messages.,2021-12-17 20:41:09+00:00,Moderate,"CVE-2020-35210was published
                        forio.atomix:atomix(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-mf27-wg66-m8f5,2021
An issue in Atomix v3.1.5 allows attackers to cause a denial of service (DoS) via false member down event messages.,2021-12-17 20:40:58+00:00,Moderate,"CVE-2020-35216was published
                        forio.atomix:atomix(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-6vvh-5794-vpmj,2021
An issue in Atomix v3.1.5 allows attackers to cause a denial of service (DoS) via false link event messages sent to a master ONOS node.,2021-12-17 20:40:50+00:00,High,"CVE-2020-35213was published
                        forio.atomix:atomix(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-2fqw-684c-pvp7,2021
An issue in Atomix v3.1.5 allows unauthorized Atomix nodes to become the lead node.,2021-12-17 20:40:38+00:00,High,"CVE-2020-35211was published
                        forio.atomix:atomix(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-4jhc-wjr3-pwh2,2021
Deserialization of Untrusted Data in logback,2021-12-17 20:00:50+00:00,Moderate,"CVE-2021-42550was published
                        forch.qos.logback:logback-core(Maven)Dec 17, 2021",https://github.com/advisories/GHSA-668q-qrv7-99fm,2021
livehelperchat is vulnerable to Cross-Site Request Forgery (CSRF),2021-12-17 20:00:16+00:00,Moderate,"CVE-2021-4123was published
                        forremdex/livehelperchat(Composer)Dec 17, 2021",https://github.com/advisories/GHSA-rpg7-q4cv-p466,2021
yetiforcecrm is vulnerable to Cross-site Scripting,2021-12-17 20:00:12+00:00,Moderate,"CVE-2021-4121was published
                        foryetiforce/yetiforce-crm(Composer)Dec 17, 2021",https://github.com/advisories/GHSA-j85f-xw9x-ffwp,2021
Path traversal when MessageBus::Diagnostics is enabled,2021-12-17 19:59:13+00:00,Moderate,"CVE-2021-43840was published
                        formessage_bus(RubyGems)Dec 17, 2021",https://github.com/advisories/GHSA-xmgj-5fh3-xjmm,2021
Regular Expression Denial of Service (ReDoS) in jsx-slack,2021-12-17 19:59:02+00:00,Low,"CVE-2021-43838was published
                        forjsx-slack(npm)Dec 17, 2021",https://github.com/advisories/GHSA-55xv-f85c-248q,2021
vault-cli contains possible RCE when reading user-defined data,2021-12-16 21:02:12+00:00,High,"CVE-2021-43837was published
                        forvault-cli(pip)Dec 16, 2021",https://github.com/advisories/GHSA-q34h-97wf-8r8j,2021
Critical vulnerability in log4j may affect generated PEAR projects,2021-12-16 21:01:51+00:00,Critical,"GHSA-j7c3-96rf-jrrpwas published
                        forde.averbis.textanalysis:pear-archetype(Maven)Dec 16, 2021",https://github.com/advisories/GHSA-j7c3-96rf-jrrp,2021
YetiForceCRM is vulnerable to Business Logic Errors because product amount can be a negative number,2021-12-16 21:01:15+00:00,High,"CVE-2021-4111was published
                        foryetiforce/yetiforce-crm(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-7v7w-f7c6-f829,2021
YetiForceCRM is vulnerable to Business Logic Errors in the weight of a product,2021-12-16 21:01:07+00:00,Moderate,"CVE-2021-4117was published
                        foryetiforce/yetiforce-crm(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-cxg7-84wp-8pcq,2021
BookStack is vulnerable to Improper Access Control.,2021-12-16 19:40:26+00:00,Moderate,"CVE-2021-4119was published
                        forssddanbrown/bookstack(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-9c5c-5j4h-8q2c,2021
Infinite loop in xz,2021-12-16 19:16:40+00:00,High,"CVE-2020-16845was published
                        forgithub.com/ulikunitz/xz(Go)Dec 16, 2021",https://github.com/advisories/GHSA-q6gq-997w-f55g,2021
Inability to de-op players if listed in ops.txt with non-lowercase letters,2021-12-16 18:53:57+00:00,Low,"GHSA-j5qg-w9jg-3wg3was published
                        forpocketmine/pocketmine-mp(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-j5qg-w9jg-3wg3,2021
Vulnerable dependency in XTDB connector,2021-12-16 18:53:32+00:00,Moderate,"GHSA-hwvm-vfw8-93mwwas published
                        fororg.odpi.egeria:egeria-connector-xtdb(Maven)Dec 16, 2021",https://github.com/advisories/GHSA-hwvm-vfw8-93mw,2021
Open redirect in @auth0/nextjs-auth0,2021-12-16 18:52:21+00:00,Moderate,"CVE-2021-43812was published
                        for@auth0/nextjs-auth0(npm)Dec 16, 2021",https://github.com/advisories/GHSA-2mqv-4j3r-vjvp,2021
Code injection in plupload,2021-12-16 15:32:31+00:00,Moderate,"CVE-2021-23562was published
                        forplupload(npm)Dec 16, 2021",https://github.com/advisories/GHSA-rp2c-jrgp-cvr8,2021
Open Redirect in showdoc,2021-12-16 15:31:58+00:00,Moderate,"CVE-2021-4000was published
                        forshowdoc/showdoc(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-8c9x-wfgj-v78w,2021
Information exposure in elgg,2021-12-16 15:30:48+00:00,High,"CVE-2021-3980was published
                        forelgg/elgg(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-hx6g-q9v2-xh7v,2021
Remote Code Execution in AjaxNetProfessional,2021-12-16 15:27:55+00:00,Critical,"CVE-2021-23758was published
                        forAjaxNetProfessional(NuGet)Dec 16, 2021",https://github.com/advisories/GHSA-74r6-grj9-8rq6,2021
Exposure of Resource to Wrong Sphere in org.craftercms:crafter-search,2021-12-16 15:27:35+00:00,Critical,"CVE-2021-23264was published
                        fororg.craftercms:crafter-search(Maven)Dec 16, 2021",https://github.com/advisories/GHSA-2wr2-8qjq-gh55,2021
Cross Site Request Forgery in mailman,2021-12-16 15:27:06+00:00,High,"CVE-2021-44227was published
                        formailman(pip)Dec 16, 2021",https://github.com/advisories/GHSA-xq58-69h2-765m,2021
Code Injection in md-to-pdf.,2021-12-16 14:34:40+00:00,Critical,"CVE-2021-23639was published
                        formd-to-pdf(npm)Dec 16, 2021",https://github.com/advisories/GHSA-x949-7cm6-fm6p,2021
Prototype Pollution in merge-deep2.,2021-12-16 14:33:09+00:00,Moderate,"CVE-2021-23700was published
                        formerge-deep2(npm)Dec 16, 2021",https://github.com/advisories/GHSA-j28q-p8ww-cp87,2021
snipe-it is vulnerable to Improper Access Control,2021-12-16 14:32:39+00:00,Moderate,"CVE-2021-4089was published
                        forsnipe/snipe-it(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-9vwf-54m9-gc4f,2021
Prototype Pollution in comb.,2021-12-16 14:30:56+00:00,Moderate,"CVE-2021-23561was published
                        forcomb(npm)Dec 16, 2021",https://github.com/advisories/GHSA-vxr4-rxw7-g7v6,2021
Improper Restriction of XML External Entity Reference in com.h2database:h2.,2021-12-16 14:29:57+00:00,High,"CVE-2021-23463was published
                        forcom.h2database:h2(Maven)Dec 16, 2021",https://github.com/advisories/GHSA-7rpj-hg47-cx62,2021
Prototype Pollution in sey,2021-12-16 14:29:34+00:00,Moderate,"CVE-2021-23663was published
                        forsey(npm)Dec 16, 2021",https://github.com/advisories/GHSA-wjpc-cgvw-xx23,2021
Cross-site Scripting in pimcore,2021-12-16 14:28:27+00:00,Moderate,"CVE-2021-4084was published
                        forpimcore/pimcore(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-8w3x-r6x7-c5r5,2021
pimcore is vulnerable to Cross-Site Request Forgery (CSRF),2021-12-16 14:28:10+00:00,Moderate,"CVE-2021-4082was published
                        forpimcore/pimcore(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-2v2v-fx7r-f2fh,2021
pimcore is vulnerable to Cross-site Scripting,2021-12-16 14:27:58+00:00,Moderate,"CVE-2021-4081was published
                        forpimcore/pimcore(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-3p85-p4qg-hcrp,2021
phpservermon is vulnerable to CRLF Injection,2021-12-16 14:26:00+00:00,Moderate,"CVE-2021-4097was published
                        forphpservermon/phpservermon(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-8qv8-fq5w-p966,2021
yetiforcecrm is vulnerable to Cross-Site Request Forgery (CSRF),2021-12-16 14:14:56+00:00,Moderate,"CVE-2021-4092was published
                        foryetiforce/yetiforce-crm(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-v4cr-m5f8-gxw8,2021
snipe-it is vulnerable to Cross-site Scripting,2021-12-16 14:13:27+00:00,Moderate,"CVE-2021-4108was published
                        forsnipe/snipe-it(Composer)Dec 16, 2021",https://github.com/advisories/GHSA-rxch-gp62-574w,2021
Improper Certificate Validation and Improper Validation of Certificate with Host Mismatch in Apache Sling Commons Messaging Mail,2021-12-16 14:12:49+00:00,High,"CVE-2021-44549was published
                        fororg.apache.sling:org.apache.sling.commons.messaging.mail(Maven)Dec 16, 2021",https://github.com/advisories/GHSA-c69w-jj56-834w,2021
Command injection in itext7-core,2021-12-16 00:02:15+00:00,Critical,"CVE-2021-43113was published
                        forcom.itextpdf:itext7-core(Maven)Dec 16, 2021",https://github.com/advisories/GHSA-gv87-q66h-4277,2021
Privilege escalation in the Sulu Admin panel,2021-12-15 22:55:16+00:00,High,"CVE-2021-43835was published
                        forsulu/sulu(Composer)Dec 15, 2021",https://github.com/advisories/GHSA-84px-q68r-2fc9,2021
PHP file inclusion in the Sulu admin panel,2021-12-15 22:54:20+00:00,High,"CVE-2021-43836was published
                        forsulu/sulu(Composer)Dec 15, 2021",https://github.com/advisories/GHSA-vx6j-pjrh-vgjh,2021
DoS Vulnerability from Upstream Actix Web Issues,2021-12-15 22:51:07+00:00,High,"GHSA-gjrj-9rj4-pgwxwas published
                        forperseus-actix-web(Rust)Dec 15, 2021",https://github.com/advisories/GHSA-gjrj-9rj4-pgwx,2021
Invalid handling of `X509_verify_cert()` internal errors in libssl,2021-12-15 00:00:42+00:00,High,"CVE-2021-4044was published
                        foropenssl-src(Rust)Dec 15, 2021",https://github.com/advisories/GHSA-mmjf-f5jw-w72q,2021
Unsafe inline XSS in pasting DOM element into chat,2021-12-14 21:48:16+00:00,High,"CVE-2021-39183was published
                        forgithub.com/owncast/owncast(Go)Dec 14, 2021",https://github.com/advisories/GHSA-2hfj-cxw7-g45p,2021
OpenZeppelin Contracts initializer reentrancy may lead to double initialization,2021-12-14 21:47:33+00:00,Moderate,"CVE-2022-39384was published
                        for@openzeppelin/contracts(npm)Dec 14, 2021",https://github.com/advisories/GHSA-9c22-pwxw-p6hx,2021
Remote code injection in Log4j,2021-12-14 21:46:35+00:00,Critical,"GHSA-94g7-hpv8-h9qmwas published
                        forcom.splunk.logging:splunk-library-javalogging(Maven)Dec 14, 2021",https://github.com/advisories/GHSA-94g7-hpv8-h9qm,2021
Files Accessible to External Parties in Opencast,2021-12-14 21:44:03+00:00,Critical,"CVE-2021-43821was published
                        fororg.opencastproject:opencast-ingest-service-impl(Maven)Dec 14, 2021",https://github.com/advisories/GHSA-59g4-hpg3-3gcp,2021
Opencast publishes global system account credentials,2021-12-14 21:43:48+00:00,Low,"CVE-2018-16153was published
                        fororg.opencastproject:opencast-common(Maven)Dec 14, 2021",https://github.com/advisories/GHSA-hcxx-mp6g-6gr9,2021
HTTP Method Spoofing,2021-12-14 21:43:00+00:00,High,"CVE-2021-43807was published
                        fororg.opencastproject:opencast-common(Maven)Dec 14, 2021",https://github.com/advisories/GHSA-j4mm-7pj3-jf7v,2021
Code injection via unsafe YAML loading,2021-12-09 18:35:22+00:00,Moderate,"CVE-2021-43811was published
                        forsockeye(pip)Dec 9, 2021",https://github.com/advisories/GHSA-ggmr-44cv-24pm,2021
Laravel Framework XSS in Blade templating engine,2021-12-08 19:57:36+00:00,Moderate,"CVE-2021-43808was published
                        forlaravel/framework(Composer)Dec 8, 2021",https://github.com/advisories/GHSA-66hf-2p6w-jqfw,2021
Improper Privilege Management in devise_masquerade,2021-12-08 19:55:30+00:00,High,"CVE-2021-28680was published
                        fordevise_masquerade(RubyGems)Dec 8, 2021",https://github.com/advisories/GHSA-25f5-gc4h-hc22,2021
Instance config inline secret exposure in Grafana,2021-12-08 19:52:40+00:00,Moderate,"CVE-2021-41090was published
                        forgithub.com/grafana/agent(Go)Dec 8, 2021",https://github.com/advisories/GHSA-9c4x-5hgq-q3wh,2021
Local Code Execution through Argument Injection via dash leading git url parameter in Gemfile.,2021-12-08 19:51:36+00:00,Moderate,"CVE-2021-43809was published
                        forbundler(RubyGems)Dec 8, 2021",https://github.com/advisories/GHSA-fj7f-vq84-fh43,2021
Command injection in git-it-electron,2021-12-08 00:01:44+00:00,Critical,"CVE-2021-44685was published
                        forgit-it-electron(npm)Dec 8, 2021",https://github.com/advisories/GHSA-wjqc-j537-j9gj,2021
ReDos vulnerability on guest checkout email validation,2021-12-07 22:01:47+00:00,High,"CVE-2021-43805was published
                        forsolidus_core(RubyGems)Dec 7, 2021",https://github.com/advisories/GHSA-qxmr-qxh6-2cc9,2021
SQL injection in prestashop/prestashop,2021-12-07 21:23:17+00:00,High,"CVE-2021-43789was published
                        forprestashop/prestashop(Composer)Dec 7, 2021",https://github.com/advisories/GHSA-6xxj-gcjq-wgf4,2021
Overflow in netlink bytemsg length field allows attacker to override netlink-based container configuration,2021-12-07 21:22:39+00:00,Moderate,"CVE-2021-43784was published
                        forgithub.com/opencontainers/runc(Go)Dec 7, 2021",https://github.com/advisories/GHSA-v95c-p5hm-xq8f,2021
Unexpected server crash in Next.js.,2021-12-07 21:12:09+00:00,High,"CVE-2021-43803was published
                        fornext(npm)Dec 7, 2021",https://github.com/advisories/GHSA-25mp-g6fv-mqxx,2021
Deserialization of Untrusted Data in topthink/framework,2021-12-07 00:00:27+00:00,Critical,"CVE-2021-36567was published
                        fortopthink/framework(Composer)Dec 7, 2021",https://github.com/advisories/GHSA-qrvj-274h-hfcg,2021
Permissions not properly checked in Invenio-Drafts-Resources,2021-12-06 23:57:59+00:00,Moderate,"CVE-2021-43781was published
                        forinvenio-app-rdm(pip)Dec 6, 2021",https://github.com/advisories/GHSA-xr38-w74q-r8jv,2021
Cross-site Scripting in python-cjson,2021-12-06 18:17:45+00:00,Moderate,"CVE-2009-4924was published
                        forpython-cjson(pip)Dec 6, 2021",https://github.com/advisories/GHSA-95jp-77w6-qj52,2021
Code injection in FreeIPA,2021-12-06 18:17:38+00:00,High,"CVE-2019-14867was published
                        foripa(pip)Dec 6, 2021",https://github.com/advisories/GHSA-7hpj-hfcr-5qwm,2021
firefly-iii is vulnerable to Cross-Site Request Forgery (CSRF),2021-12-06 17:19:18+00:00,Moderate,"CVE-2021-4015was published
                        forgrumpydictator/firefly-iii(Composer)Dec 6, 2021",https://github.com/advisories/GHSA-g6vq-wc8w-4g69,2021
Path manipulation in matyhtf/framework,2021-12-04 00:00:53+00:00,Critical,"CVE-2021-43676was published
                        formatyhtf/framework(Composer)Dec 4, 2021",https://github.com/advisories/GHSA-mh9j-v6mq-pfch,2021
HTTP Request Smuggling in github.com/hyperledger/fabric,2021-12-03 20:52:02+00:00,High,"CVE-2021-43669was published
                        forgithub.com/hyperledger/fabric(Go)Dec 3, 2021",https://github.com/advisories/GHSA-j96p-r523-8r3w,2021
Cross-site Scripting in LibreNMS,2021-12-03 20:49:16+00:00,Moderate,"CVE-2021-44279was published
                        forlibrenms/librenms(Composer)Dec 3, 2021",https://github.com/advisories/GHSA-5vr6-hm68-5j9p,2021
Cross-site Scripting in CKAN,2021-12-03 20:44:48+00:00,Moderate,"CVE-2021-25967was published
                        forckan(pip)Dec 3, 2021",https://github.com/advisories/GHSA-6w9p-88qg-p3g3,2021
elgg is vulnerable to Authorization Bypass Through User-Controlled Key,2021-12-03 20:43:25+00:00,Moderate,"CVE-2021-3964was published
                        forelgg/elgg(Composer)Dec 3, 2021",https://github.com/advisories/GHSA-gwpx-q2h9-wxgx,2021
Cross-site Scripting in kimai2,2021-12-03 20:43:06+00:00,Moderate,"CVE-2021-3983was published
                        forkevinpapst/kimai2(Composer)Dec 3, 2021",https://github.com/advisories/GHSA-67c7-5v9j-227r,2021
kimai2 is vulnerable to Improper Access Control,2021-12-03 20:42:59+00:00,Moderate,"CVE-2021-3992was published
                        forkevinpapst/kimai2(Composer)Dec 3, 2021",https://github.com/advisories/GHSA-9w8f-7wgr-2h7g,2021
Server-Side Request Forgery in Concrete CMS,2021-11-23 18:18:43+00:00,Moderate,"CVE-2021-22970was published
                        forconcrete5/core(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-gqpw-9q54-9x28,2021
Exposure of sensitive information in Apache Ozone,2021-11-23 18:18:25+00:00,Critical,"CVE-2021-39231was published
                        fororg.apache.ozone:ozone-main(Maven)Nov 23, 2021",https://github.com/advisories/GHSA-3w5h-x4rh-hc28,2021
Password exposure in concrete5/core,2021-11-23 18:18:16+00:00,Moderate,"CVE-2021-22951was published
                        forconcrete5/core(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-rhf5-f553-xg82,2021
Improper Privilege Management in Concrete CMS,2021-11-23 18:18:07+00:00,High,"CVE-2021-22966was published
                        forconcrete5/core(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-j4mv-2rv7-v2j9,2021
Incorrect Authorization in Apache Ozone,2021-11-23 18:17:59+00:00,Critical,"CVE-2021-39233was published
                        fororg.apache.ozone:ozone-main(Maven)Nov 23, 2021",https://github.com/advisories/GHSA-33xh-xch9-p6hj,2021
"Apache Ozone exposes OM, SCM and Datanode metadata",2021-11-23 18:17:50+00:00,Moderate,"CVE-2021-41532was published
                        fororg.apache.ozone:ozone-main(Maven)Nov 23, 2021",https://github.com/advisories/GHSA-gc37-9g7f-96fx,2021
Incorrect permissions in Apache Ozone,2021-11-23 18:17:41+00:00,Moderate,"CVE-2021-39235was published
                        fororg.apache.ozone:ozone-main(Maven)Nov 23, 2021",https://github.com/advisories/GHSA-c6j7-4fr9-c76p,2021
Cross-site Scripting in snipe/snipe-it,2021-11-23 18:17:33+00:00,High,"CVE-2021-3961was published
                        forsnipe/snipe-it(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-c65v-p733-9796,2021
Denial of Service in Go-Ethereum,2021-11-23 18:04:47+00:00,Moderate,"CVE-2021-43668was published
                        forgithub.com/ethereum/go-ethereum(Go)Nov 23, 2021",https://github.com/advisories/GHSA-5m8f-chrv-7rw5,2021
Improper Privilege Management in Apache Ozone,2021-11-23 17:57:14+00:00,Critical,"CVE-2021-36372was published
                        fororg.apache.ozone:ozone-main(Maven)Nov 23, 2021",https://github.com/advisories/GHSA-86fh-j58m-7pf5,2021
Improper Authentication in Apache Ozone,2021-11-23 17:56:45+00:00,High,"CVE-2021-39236was published
                        fororg.apache.ozone:ozone-main(Maven)Nov 23, 2021",https://github.com/advisories/GHSA-5993-wwpg-m92c,2021
Cross-site Scripting in django-helpdesk,2021-11-23 17:55:46+00:00,High,"CVE-2021-3950was published
                        fordjango-helpdesk(pip)Nov 23, 2021",https://github.com/advisories/GHSA-vfrc-ggmc-5jwv,2021
Exposure of sensitive information in concrete5/core,2021-11-23 17:54:39+00:00,Moderate,"CVE-2021-22967was published
                        forconcrete5/core(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-m2v2-8227-59f5,2021
Improper file handling in concrete5/core,2021-11-23 17:54:26+00:00,High,"CVE-2021-22968was published
                        forconcrete5/core(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-g3p2-hfqr-9m25,2021
Code injection in spring-cloud-netflix-hystrix-dashboard,2021-11-23 17:53:33+00:00,High,"CVE-2021-22053was published
                        fororg.springframework.cloud:spring-cloud-netflix-hystrix-dashboard(Maven)Nov 23, 2021",https://github.com/advisories/GHSA-gx3f-hq7p-8fxv,2021
Cross-site Scripting in moodle,2021-11-23 00:00:51+00:00,Moderate,"CVE-2021-43558was published
                        formoodle/moodle(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-wpfp-q843-v772,2021
Moodle vulnerable to RCE via unsafe deserialization,2021-11-23 00:00:51+00:00,Critical,"CVE-2021-3943was published
                        formoodle/moodle(Composer)Nov 23, 2021",https://github.com/advisories/GHSA-8jhp-2gcr-qw96,2021
Exposure of Resource to Wrong Sphere in salt,2021-11-21 00:00:58+00:00,High,"CVE-2021-21996was published
                        forsalt(pip)Nov 21, 2021",https://github.com/advisories/GHSA-pf7h-h2wq-m7pg,2021
Broken encryption in EdgeX Foundry,2021-11-19 20:55:16+00:00,Moderate,"CVE-2021-41278was published
                        forgithub.com/edgexfoundry/app-functions-sdk-go(Go)Nov 19, 2021",https://github.com/advisories/GHSA-6c7m-qwxj-mvhp,2021
SQL Injection in thinkjs,2021-11-19 20:42:32+00:00,High,"CVE-2020-21176was published
                        forthinkjs(npm)Nov 19, 2021",https://github.com/advisories/GHSA-q5mq-6fjg-4mw8,2021
Remote unauthenticated attackers able to upload files in Onionshare,2021-11-19 20:39:44+00:00,Critical,"CVE-2021-41868was published
                        foronionshare-cli(pip)Nov 19, 2021",https://github.com/advisories/GHSA-7g47-xxff-9p85,2021
Information disclosure vulnerability in OnionShare,2021-11-19 20:39:35+00:00,Moderate,"CVE-2021-41867was published
                        foronionshare-cli(pip)Nov 19, 2021",https://github.com/advisories/GHSA-6rvj-pw9w-jcvc,2021
Improper Certificate Validation in OPCFoundation.NetStandard.Opc.Ua.Core,2021-11-19 20:19:53+00:00,Moderate,"CVE-2020-29457was published
                        forOPCFoundation.NetStandard.Opc.Ua.Core(NuGet)Nov 19, 2021",https://github.com/advisories/GHSA-mjww-934m-h4jw,2021
The disqualify lead action may be executed without CSRF token check,2021-11-19 20:18:54+00:00,Moderate,"CVE-2021-39198was published
                        fororo/crm(Composer)Nov 19, 2021",https://github.com/advisories/GHSA-vf7h-6246-hm43,2021
Incorrect Access Control in Ignition,2021-11-19 20:18:20+00:00,Critical,"CVE-2021-43996was published
                        forfacade/ignition(Composer)Nov 19, 2021",https://github.com/advisories/GHSA-vhrp-8qx4-vr6c,2021
json-schema is vulnerable to Prototype Pollution,2021-11-19 20:16:17+00:00,Critical,"CVE-2021-3918was published
                        forjson-schema(npm)Nov 19, 2021",https://github.com/advisories/GHSA-896r-f27r-55mw,2021
Inefficient Regular Expression Complexity in Validator.js,2021-11-19 20:14:23+00:00,Moderate,"GHSA-xx4c-jj58-r7x6was published
                        forvalidator(npm)Nov 19, 2021",https://github.com/advisories/GHSA-xx4c-jj58-r7x6,2021
